Detection Date,Latitude,Longitude,Lab Status
493,47.954596,-120.99706699999999,2
493,47.62984,-120.68945,0
493,47.843759999999996,-122.197823,2
493,48.007309,-122.086087,2
493,47.238137,-122.79312900000001,2
494,47.285136,-122.215773,2
494,48.200989,-122.48758799999999,0
494,47.63835,-117.214026,0
494,45.618621000000005,-122.508845,2
494,47.783707,-122.49238000000001,0
494,48.4586,-122.32871899999999,2
494,47.6028,-122.3292,0
494,47.757443,-117.344623,2
494,45.692676,-122.69696599999999,2
494,47.035591,-122.829828,2
494,48.795624,-122.480752,2
494,47.081736,-122.2808,2
494,46.996464,-124.16388500000001,0
494,47.056078,-122.76233799999999,2
494,48.09955,-121.39093999999999,2
494,48.379909999999995,-123.71614,2
494,47.513461,-122.254553,2
495,48.198246000000005,-122.11740400000001,2
495,46.639759999999995,-123.04727700000001,0
495,47.308803000000005,-122.368606,2
495,48.198246000000005,-122.11740400000001,2
495,47.32517,-122.352557,2
495,46.61019,-121.66938999999999,2
495,47.12382,-122.186254,2
495,49.21687,-122.6053,2
495,48.933477,-122.789643,2
495,47.938131,-122.23373400000001,2
495,47.605537,-122.30516899999999,0
495,48.62604,-122.35976299999999,0
495,48.550473,-117.297445,2
495,47.8216,-122.233076,0
495,47.492865,-122.241749,0
495,47.675521999999994,-117.16365,2
495,47.921738,-122.12327900000001,2
495,47.30324,-122.105026,2
495,47.82972,-121.95709699999999,2
495,47.444904,-121.68753400000001,0
495,47.822319,-122.356278,2
495,47.527488,-122.31310900000001,2
495,47.927264,-117.214448,2
495,47.616085999999996,-122.83670500000001,0
495,47.962156,-122.107725,0
495,47.962157,-122.107722,0
495,47.62984,-120.68945,0
495,48.117521,-123.164138,2
495,47.444806,-121.687647,2
495,48.993305,-122.55409099999999,0
496,47.65726,-117.41228000000001,0
496,47.240828,-122.52338600000002,2
496,47.838772,-119.81345900000001,2
496,47.275828000000004,-119.668888,0
496,48.99257,-118.510126,2
496,48.006803999999995,-122.52955800000001,0
496,46.235758000000004,-119.215773,2
496,47.18676,-122.57623999999998,0
496,48.072186,-121.04101200000001,0
496,47.654513,-117.34781699999999,2
496,47.736186,-122.352744,2
496,45.735281,-121.48501399999999,0
497,47.875683,-122.20930800000001,2
497,47.842816,-121.96933,2
497,47.365221000000005,-120.22013999999999,2
497,48.485599,-122.360717,0
497,48.783888,-122.522103,0
497,47.78843,-122.31275,0
497,46.416025,-117.04552,0
497,47.67735,-122.39631000000001,0
497,47.668141,-117.08663200000001,0
497,48.280032,-122.673324,2
497,47.532272999999996,-121.85351299999999,0
498,47.339405,-122.28456000000001,0
498,48.807621999999995,-122.500957,2
498,47.462612,-120.308007,0
498,48.997011,-122.741704,0
498,48.774065,-122.5013,2
498,47.696756,-121.956736,0
498,47.264744,-122.129255,2
498,47.25513,-122.44163999999999,2
498,47.263518,-122.647769,0
498,47.805091,-117.23438999999999,2
498,48.760676000000004,-122.20870900000001,2
498,47.291543,-123.169173,0
499,46.65221,-122.931688,0
499,48.930139000000004,-122.521446,0
499,47.306758,-122.031104,0
499,48.930139000000004,-122.521446,2
499,47.48901,-117.57477,0
499,47.656271999999994,-122.30581699999999,2
500,47.458765,-122.271235,2
500,48.894085,-122.788026,2
500,48.829563,-122.590623,0
500,47.83763,-122.32645500000001,0
500,47.774881,-122.387188,0
500,47.928726,-122.02758,0
500,47.518285999999996,-122.388939,0
501,48.61057,-122.67602,0
501,48.839058,-122.616491,0
501,48.237708000000005,-122.245875,0
501,47.46849,-122.655433,0
501,47.677732,-122.157338,0
501,47.668471000000004,-117.40162099999999,0
501,47.975322,-122.083426,2
501,47.137397,-122.907133,0
501,46.200507,-119.144673,0
501,48.3761,-122.40306000000001,2
501,48.937187,-122.644326,2
502,47.789125,-122.504333,0
502,47.852247999999996,-121.843947,2
502,45.654957,-122.677283,0
502,47.731303999999994,-122.17209299999999,0
502,47.501456,-122.187503,2
502,47.789639,-122.503281,0
502,47.702775,-122.33238300000001,0
502,46.66113,-122.96692,0
502,47.167626,-119.571279,2
502,47.876940999999995,-122.32348700000001,0
502,45.712066,-122.47973799999998,0
503,48.992578,-122.25246200000001,2
503,47.806940000000004,-122.340925,0
503,48.805788,-122.68008,0
503,47.551332,-122.085384,0
503,48.154576,-122.300293,0
503,47.305791,-122.34454699999999,2
503,46.411443,-117.04303,0
503,48.993619,-122.40169399999999,2
504,47.148015,-122.324372,2
504,47.99315,-122.54737,0
504,47.324833,-122.329105,0
504,46.97082,-119.34974,2
504,48.777534,-122.41861200000001,1
504,46.309571000000005,-119.48134499999999,0
504,47.638822999999995,-122.343966,2
504,48.865377,-122.58746000000001,2
504,47.283,-123.04477,2
504,47.478812,-122.15858600000001,2
505,47.706928000000005,-117.313966,0
505,47.9796,-122.35803,2
505,46.257852,-119.489194,0
506,47.565,-122.62749,0
506,48.971702,-122.69718200000001,2
506,47.668209999999995,-117.10087,2
506,48.037025,-122.150728,0
506,47.659325,-122.348394,0
506,47.40376,-122.460029,0
507,47.763605,-122.09928700000002,2
507,47.833951,-117.825891,0
507,47.001472,-120.543351,0
507,47.630893,-122.29060700000001,0
507,47.231853,-122.536281,2
507,47.562791,-122.288316,2
507,46.480095,-122.766764,2
507,47.562791,-122.288316,2
507,48.950061,-122.78254,2
507,47.970879,-122.80510100000001,2
508,48.7835,-122.52266000000002,2
508,47.497014,-117.19933999999999,0
508,47.671172999999996,-117.17053600000001,2
508,47.762095,-122.56811,0
508,45.63221,-122.67156000000001,0
508,47.926495,-122.41903,0
508,48.891581,-122.35075800000001,0
508,49.00222,-122.738239,0
508,47.689834999999995,-122.351148,2
508,47.138573,-124.097473,2
508,47.986131,-122.12451100000001,0
508,47.6261,-122.734202,2
508,47.761972,-117.365365,0
509,48.706893,-122.485343,0
509,46.211139,-119.805043,0
509,47.887989000000005,-119.942044,0
509,48.792621000000004,-122.50729799999999,2
509,47.986015,-122.12433700000001,2
509,47.496086,-122.18751499999999,2
509,47.185559000000005,-121.95989499999999,0
509,46.733000000000004,-123.00078,2
510,48.874941,-122.634459,2
510,46.108127,-120.389401,2
510,47.041686999999996,-122.959724,0
510,46.520671,-124.04033899999999,0
510,46.43015,-124.027376,0
510,48.71261,-122.49739,2
510,47.256264,-122.214568,0
510,47.896681,-122.237852,2
510,48.854729,-122.28488999999999,0
511,46.301642,-119.371329,0
511,47.689009000000006,-121.949504,0
511,46.918502000000004,-123.015297,0
511,47.399111,-122.183145,2
511,46.925734000000006,-122.43672600000001,0
511,47.737018,-122.24916200000001,0
511,47.287735,-116.936844,0
511,47.737396000000004,-122.17098200000001,0
511,47.597336,-122.300207,2
511,47.771731,-122.22176,0
511,46.250325,-119.296151,0
512,47.619312,-122.35350700000001,2
512,47.493148,-122.14891599999999,2
512,47.713131,-122.355548,0
512,47.666042,-117.28878700000001,0
512,48.024651,-118.94991200000001,0
512,47.379684999999995,-122.94935100000001,0
512,47.547757,-117.21626100000002,0
513,47.699514,-122.369371,0
513,48.1212,-122.77263,0
513,48.95876,-122.44122,0
513,47.115216,-122.300735,0
513,47.51733,-122.35393,2
514,48.452302,-122.233709,0
514,47.60357,-122.32945,0
514,47.614940999999995,-117.363146,0
514,48.088346,-122.05713200000001,0
514,47.71143,-122.16785,2
514,48.835031,-122.48063700000002,0
514,47.394407,-117.337027,0
514,47.678839,-117.47911299999998,0
514,47.264643,-122.531842,0
514,47.664903,-122.422196,0
514,47.544377000000004,-122.383195,0
514,47.872818,-121.816455,0
514,47.101698,-122.317205,0
514,48.085141,-121.956203,2
514,48.897923999999996,-122.419118,0
515,46.828169,-122.96118999999999,2
515,48.113648,-122.794458,0
515,47.874577,-122.174435,2
515,47.83985,-120.01451999999999,0
515,47.413739,-122.629608,0
515,48.9429,-122.45078999999998,0
515,46.28451,-119.19299299999999,0
515,48.006981,-122.117668,2
515,48.429666999999995,-122.285214,2
515,47.548071,-122.258975,0
515,48.758415,-122.42130800000001,0
515,47.863663,-120.07110800000001,0
515,47.62984,-120.68945,0
515,47.61002,-122.18791,2
515,48.410073,-119.49506000000001,0
516,48.741044,-122.475843,0
516,48.389027,-122.534803,2
516,47.011226,-122.88641899999999,2
516,47.177089,-122.370846,0
516,47.21248,-123.10565,2
516,47.594215000000005,-122.046071,0
516,48.81199,-122.436401,2
516,48.087947,-122.153927,2
516,48.97643,-122.693402,2
516,47.785024,-122.29013400000001,0
516,47.977872999999995,-122.546226,2
516,46.634257,-123.035749,2
516,47.843396999999996,-120.023005,0
516,48.733691,-122.495332,2
516,47.165572999999995,-123.07829699999999,2
516,48.778622999999996,-122.516271,2
517,47.82532,-122.29243999999998,0
517,45.63221,-122.67156000000001,2
517,47.62984,-120.68945,2
517,47.628223,-117.355779,2
517,48.604597,-118.515716,0
517,48.42648,-122.37881000000002,2
517,47.313565999999994,-122.429574,2
517,48.506728,-122.250809,0
517,47.25513,-122.44163999999999,2
517,46.619127,-120.528499,0
517,47.338978999999995,-122.72756299999999,0
518,48.790046000000004,-122.56106899999999,0
518,48.102067,-123.47324099999999,0
518,47.83616,-120.01641000000001,0
518,47.485113,-121.760823,2
518,46.31399999999999,-119.49628500000001,2
518,47.706102,-120.28447800000001,2
518,47.279022,-119.54468200000001,0
518,48.717088000000004,-122.340659,0
519,47.684794000000004,-122.297044,0
519,48.992616999999996,-122.46271100000001,2
519,47.462194000000004,-120.33858500000001,2
520,47.313968,-122.219479,2
520,47.75863,-122.14967,0
520,47.096876,-122.78636999999999,2
520,47.950241,-116.87368700000002,0
520,47.303833000000004,-122.37366499999999,2
520,48.759107,-122.47330900000001,0
520,47.742839000000004,-122.105377,0
520,47.482193,-122.31686699999999,2
520,47.65917,-122.34218999999999,2
520,47.313834,-122.219523,0
520,48.976442999999996,-122.693357,2
520,47.480441,-120.351964,2
520,45.711289,-120.4632,0
520,48.847559999999994,-122.59351000000001,0
521,48.054887,-122.77713700000001,0
521,47.716203,-122.29458000000001,0
521,48.967425,-122.25951200000002,0
521,48.120383000000004,-121.945173,2
521,47.388631,-122.13273000000001,2
521,48.117945,-123.46526599999999,2
521,46.679153,-119.924229,0
521,46.08205,-117.851,2
521,47.169894,-122.367006,2
521,47.616488000000004,-122.342152,0
521,48.03897,-118.265801,0
521,48.994043,-122.265018,0
521,47.878589,-122.524771,2
521,47.382477,-122.30993400000001,2
521,47.931193,-122.226657,2
521,47.574509,-122.60824699999999,0
521,47.53208,-122.33301000000002,0
521,47.766971999999996,-117.33551000000001,0
521,47.070274,-120.03111499999999,0
521,47.716083000000005,-122.29451599999999,2
522,47.758649,-122.209649,2
522,47.524555,-121.94326799999999,2
522,47.62984,-120.68945,2
522,47.327663,-122.67309399999999,0
522,47.559931,-122.38150900000001,2
522,47.707137,-122.209704,0
522,47.711309,-122.06313200000001,2
522,48.944975,-122.76511,0
522,47.18085,-122.47383,2
522,48.994040000000005,-122.74888,0
523,46.562313,-122.304996,2
523,47.699651,-122.385699,2
523,47.504575,-122.37728600000001,0
523,47.580535,-122.30897,0
523,47.098045,-122.64166399999999,0
523,47.736171,-117.48866799999999,0
523,47.356237,-122.608342,0
523,47.62984,-120.68945,0
523,46.867135,-122.264424,2
523,47.423551,-120.33483899999999,2
523,47.97659,-122.20596,0
523,48.762519,-122.33540900000001,0
523,48.884665000000005,-122.59766,2
523,48.397351,-122.22316799999999,2
523,48.397608,-122.22306100000002,0
523,48.906017999999996,-122.64413700000001,2
523,48.813047999999995,-122.45010900000001,2
523,48.813276,-122.44991499999999,2
523,47.120787,-122.932782,2
524,47.606681,-122.338232,0
524,47.161781,-122.190128,0
524,47.762372,-120.166098,0
524,47.286369,-122.29236999999999,0
524,47.59061,-119.38658999999998,0
524,48.717715999999996,-118.66473,2
524,46.293984,-119.28895800000001,0
524,47.166193,-122.11813899999999,0
524,47.542734,-122.63025900000001,2
524,47.71675,-122.13472,0
524,48.764655,-122.462429,0
524,48.512227,-122.236453,2
524,47.535725,-122.327448,2
525,47.174842,-122.33311100000002,0
525,47.568041,-122.63750300000001,0
525,47.040122,-122.73546200000001,2
525,48.090672999999995,-123.42801899999999,2
525,47.50142,-122.259726,0
526,47.668648,-122.343328,0
526,47.943096999999995,-122.10743500000001,0
526,47.98494,-122.212551,0
526,48.85324,-122.601104,2
526,48.152985,-118.999798,2
526,47.156471,-119.318716,2
526,47.677787,-122.297357,0
526,48.069517,-123.22641100000001,0
526,46.250239,-119.329838,0
526,47.218194,-122.434393,0
526,47.835753000000004,-122.349309,2
526,48.081579999999995,-121.96931000000001,0
526,47.433547,-122.341049,0
526,48.110948,-123.082559,2
526,48.732110999999996,-122.46691000000001,2
526,47.16745,-122.60643200000001,2
527,47.7554,-122.27158500000002,2
527,47.075579,-122.711717,2
527,47.305708,-122.210226,0
527,48.014790000000005,-122.06411000000001,0
527,47.001418,-122.809026,0
527,47.422828,-120.31662299999999,2
527,47.819557,-122.267824,0
527,48.389311,-122.50611200000002,2
527,47.07493,-122.713043,0
527,45.672036,-122.588415,2
527,47.311415999999994,-122.33018700000001,0
527,47.444534000000004,-120.30271,0
527,48.19485,-122.12324,2
527,47.200122,-122.53270900000001,0
528,48.836773,-122.70515900000001,2
528,47.714843,-121.986201,0
528,47.724368,-122.179778,0
528,47.558662,-122.393318,2
528,47.494302000000005,-122.33135,2
528,47.03991,-123.64788,2
528,47.072699,-122.712731,0
528,47.406496000000004,-122.647241,0
528,46.96679,-117.91436999999999,0
528,47.190704,-122.123977,2
528,47.851343,-120.035296,0
528,48.614736,-123.119017,2
528,47.41607,-120.35206000000001,2
528,47.662649,-122.33569299999999,2
528,47.65879,-122.40208100000001,2
529,48.105185,-123.443025,0
529,46.855671,-120.484807,2
529,48.951066,-122.451131,2
529,47.59582,-120.2441,0
529,46.38261,-120.729703,2
529,47.909895,-122.19228899999999,0
529,48.901814,-122.56873999999999,0
529,47.124821999999995,-122.337135,0
529,47.40118,-120.30716000000001,0
529,47.590191,-119.38986000000001,2
529,48.100395,-121.998318,0
529,47.514864,-120.478976,0
529,48.796917,-122.46183899999998,0
530,47.529828,-122.385746,2
530,47.4875,-120.33791000000001,2
530,48.944322,-122.48031200000001,0
530,46.453624,-119.018948,0
530,47.523026,-120.293274,0
530,48.942842,-122.767641,2
530,46.21261,-119.251341,0
530,48.615546,-117.929221,0
530,47.39907,-120.267058,2
530,47.180501,-120.826972,2
530,47.180501,-120.826972,2
530,47.076184999999995,-122.294168,0
530,47.39293,-119.47636000000001,0
530,47.453236,-120.29050900000001,2
530,47.364903000000005,-122.05973300000001,2
530,48.172847,-122.629824,0
531,47.411252000000005,-120.55626299999999,2
531,47.77205,-120.11865,0
531,47.222809999999996,-119.99866000000002,0
531,47.320640000000004,-119.54176000000001,2
531,47.979655,-122.35936399999999,0
531,47.20433,-121.99136000000001,0
531,46.301344,-119.558755,0
531,48.886611,-122.415481,0
531,47.4263,-119.27843999999999,0
531,47.33546,-122.339546,2
531,47.05368,-122.771055,2
531,47.556397,-121.91080600000001,0
531,47.657845,-122.32578899999999,2
531,47.391238,-120.30709499999999,2
531,47.485743,-123.079233,0
531,47.623509999999996,-120.22795,2
531,47.769358000000004,-122.260875,2
531,48.660327,-122.387307,0
531,47.936690000000006,-122.227271,0
531,48.110954,-117.601133,2
531,47.21782,-122.46766000000001,0
531,47.3334,-119.55158,0
531,46.966605,-122.60666599999999,0
531,46.583459000000005,-118.013856,2
531,46.28427,-119.18916999999999,2
531,47.9796,-122.35803,0
532,47.6656,-120.28701000000001,0
532,47.62984,-120.68945,2
532,47.71862,-117.408025,0
532,47.421535,-119.121403,0
532,47.859488,-120.0522,0
532,46.724126,-120.809909,0
532,47.818325,-119.973279,2
532,47.8408,-120.0168,0
532,48.942541,-122.763153,0
532,48.105649,-119.78333500000001,0
532,47.76493,-122.31891,2
532,47.641721000000004,-122.115804,2
532,47.890674,-122.15987,0
532,46.28427,-119.18916999999999,0
532,46.995165,-124.163027,2
532,47.450540000000004,-122.82763999999999,2
532,48.758786,-122.49738300000001,2
532,48.757767,-122.49686799999999,0
532,47.578982,-122.284462,0
532,48.446203999999994,-122.30963700000001,2
532,46.222054,-119.273817,0
532,47.646366,-122.35795,2
532,47.635771999999996,-122.393773,2
532,46.995183000000004,-124.16298799999998,0
532,47.646366,-122.35795,0
532,46.964529999999996,-120.56466999999999,2
532,47.797194,-122.159296,2
532,47.43609,-120.28102,0
532,46.660934000000005,-120.500914,2
532,47.573401000000004,-121.93491999999999,0
532,47.522690000000004,-122.85156,2
533,47.848303,-120.038653,2
533,47.8408,-120.0168,0
533,48.267183,-122.27367,0
533,48.971936,-122.63908799999999,0
533,47.508802,-122.467467,2
533,46.51784,-118.12447,0
533,47.680227,-122.36905700000001,0
533,48.90625,-122.64187,0
533,48.067093,-122.14420700000001,0
533,47.637694,-122.10236299999998,2
533,47.699670000000005,-122.19084699999999,2
533,47.34897,-122.56823999999999,0
533,47.690819,-122.402076,0
533,46.190609,-119.21842099999999,0
533,47.968932,-122.207196,0
533,47.644813,-122.387983,0
533,47.349852,-120.329027,0
533,47.846022999999995,-122.508676,0
533,47.486771000000005,-120.330481,0
533,47.96804,-118.97278999999999,2
533,47.650995,-117.37498000000001,2
533,47.864698,-122.19988400000001,0
533,47.56812,-121.89086,0
533,47.487069,-120.40347,0
533,47.40828,-120.36535,2
534,47.877547,-122.080354,2
534,47.880638,-120.131697,0
534,47.299003000000006,-122.225499,0
534,47.374559999999995,-120.143634,2
534,47.47532,-122.20487,2
534,48.266816999999996,-122.274543,0
534,47.358519,-120.32918000000001,0
534,46.735167,-119.95829199999999,2
534,47.423294,-122.34181299999999,0
534,47.617038,-122.64528999999999,2
534,47.288785,-122.497881,0
534,47.535115999999995,-122.167869,0
534,48.935934,-122.736701,0
534,47.426186,-119.281728,2
535,47.617315999999995,-122.299498,2
535,47.189481,-119.333335,0
535,46.218477,-119.264509,0
535,48.85866,-122.59943700000001,2
535,48.863935,-122.527298,2
535,47.63898,-122.39303000000001,0
535,48.837427000000005,-122.533326,0
535,46.373731,-117.039721,2
535,46.815360999999996,-122.994037,0
535,47.896109,-122.218899,2
535,46.426303999999995,-117.055851,2
535,47.585487,-122.172122,2
535,47.424279999999996,-120.36561,0
535,46.25274,-118.88988,0
535,47.443283,-120.274142,2
535,47.184129999999996,-119.32536,2
535,46.194693,-119.77268000000001,0
535,46.548739000000005,-117.10136000000001,0
535,47.681021,-122.301427,0
535,47.707985,-118.92236799999999,2
535,48.837194000000004,-122.533841,2
536,48.886936999999996,-122.582473,2
536,47.534372999999995,-122.269713,2
536,47.566792,-122.37722600000001,0
536,46.55825,-120.476547,2
536,47.650696999999994,-122.67218899999999,0
536,46.38082,-120.66973600000001,0
536,47.750147999999996,-117.48957800000001,0
536,47.155877000000004,-119.23853799999999,0
536,47.282509000000005,-122.52325400000001,0
536,48.736959999999996,-122.48469899999999,0
536,47.1937,-122.98782,0
536,47.824525,-117.591943,2
536,47.820324,-120.81288400000001,0
536,47.085149,-122.125651,2
536,48.29061,-122.64721999999999,2
536,47.62984,-120.68945,2
536,46.222294,-119.27670800000001,0
536,48.0595,-122.83298,2
536,47.321111,-122.291575,2
536,47.070575,-120.033046,2
536,48.741398,-122.48369699999999,2
537,48.523999999999994,-122.2561,2
537,48.739259000000004,-122.486259,0
537,46.53378,-117.91497,0
537,46.532776,-117.91501299999999,0
537,47.444349,-122.33941999999999,0
537,47.701545,-122.06385900000001,0
537,47.946825,-122.14333,0
537,47.461768,-122.281784,0
537,47.317238,-122.3642,0
537,47.595296000000005,-122.121482,0
537,47.16621,-123.07158000000001,2
537,47.299155,-122.882493,0
537,46.421214,-117.04716200000001,0
537,48.846752,-122.609404,0
537,47.680583,-122.269319,0
537,48.695229,-122.94091200000001,0
537,48.075478000000004,-122.269957,2
538,47.62984,-120.68945,2
538,47.424692,-120.35653700000002,0
538,47.409599,-120.35799499999999,0
538,47.413059999999994,-120.35318000000001,0
538,46.275090000000006,-122.90723999999999,0
538,47.170797,-120.019116,0
538,47.416563000000004,-120.354949,2
538,46.613166,-120.48476299999999,0
538,47.549551,-122.369951,0
538,46.275090000000006,-122.90723999999999,0
538,47.30853,-119.54238000000001,0
538,47.680732,-122.383875,0
538,47.413909000000004,-120.33213899999998,2
538,47.325604999999996,-119.559076,0
538,46.518059,-122.707123,0
538,48.396776,-122.44318799999999,0
538,47.428886999999996,-120.356416,0
538,47.684940000000005,-122.03532,0
538,47.450509999999994,-120.35903,0
538,47.680021999999994,-122.258797,0
538,47.38577,-120.31063,0
538,47.739923,-117.43188300000001,0
538,47.903527000000004,-117.25828200000001,0
538,46.695252,-120.521207,0
538,47.594590000000004,-119.36531000000001,0
538,47.572406,-121.92901699999999,0
538,48.095303,-123.388703,0
538,47.074634,-120.03413400000001,0
538,47.648613,-122.383384,2
538,46.29128,-122.26451399999999,0
539,48.896913,-122.31836000000001,2
539,48.915928,-122.120269,2
539,47.319359999999996,-119.55513,2
539,45.648264000000005,-122.760998,0
539,47.250209999999996,-122.95521000000001,2
539,48.150965,-124.55886699999999,0
539,46.41873,-117.01705,2
539,46.037576,-118.39948000000001,0
539,48.01341,-119.60936000000001,2
539,47.37925,-119.50943999999998,0
539,47.99692,-117.56666000000001,0
539,47.379103,-119.509346,0
539,46.978978999999995,-122.98756000000002,2
539,46.215567,-119.252691,0
539,47.323265,-119.44066699999999,0
539,47.566772,-122.625452,2
539,47.13196,-119.2771,0
539,47.590852000000005,-122.07204399999999,0
540,47.16299,-122.02523000000001,0
540,48.942240999999996,-122.75446299999999,0
540,46.20645,-119.76876999999999,0
540,48.759003,-122.448045,2
540,47.592082,-119.383877,2
540,46.971798,-118.599195,0
540,47.867340000000006,-120.00594,0
540,47.877464,-120.200524,2
540,47.46006,-122.33181,0
540,47.92181,-120.13203999999999,0
540,47.176268,-120.92944299999999,2
540,47.53203,-121.898725,2
540,48.04201,-122.77678,0
540,47.8411,-120.01751000000002,0
540,47.83243,-122.19053100000001,0
540,47.703525,-122.199549,0
540,46.187395,-119.14533,0
540,47.38821,-119.49305,2
540,46.977046,-120.526028,2
540,45.695442,-122.579099,0
540,47.564302000000005,-121.86920900000001,2
540,47.690329,-122.27403600000001,0
540,47.441829999999996,-120.33581000000001,0
540,47.834152,-120.05264299999999,0
540,47.670846999999995,-117.40676,2
540,47.248016,-122.309929,0
540,47.13375,-122.300578,2
541,48.987291,-122.76729099999999,2
541,47.86293,-119.13336000000001,0
541,47.764456,-122.148421,0
541,46.591,-119.14493999999999,0
541,47.683669,-117.43869099999999,0
541,47.724131,-122.218747,0
541,47.212255,-122.49875800000001,0
541,47.834487,-120.03884199999999,0
541,48.107217,-122.80533899999999,0
541,45.900321999999996,-119.90052800000001,0
541,48.416817,-122.28835,2
541,47.031457,-122.798993,0
541,46.536218,-118.29269199999999,2
541,46.583079,-118.272646,2
541,47.855393,-119.12673600000001,2
541,47.491741999999995,-122.31478200000001,2
542,47.97782,-122.19672,2
542,47.450924,-122.14808899999998,2
542,47.830678000000006,-122.06840700000001,0
542,47.862590999999995,-121.691548,2
542,47.438445,-122.590921,2
542,48.481640999999996,-122.44726200000001,0
542,48.118999,-121.919886,2
542,47.863244,-121.696343,0
542,47.0987,-120.59133999999999,0
542,47.951365,-122.036275,0
542,48.884302000000005,-122.77730700000001,2
542,47.143276,-119.852737,0
542,47.194989,-119.30289499999999,0
542,45.698263,-122.56298999999999,2
542,47.41434,-120.34374,2
542,47.662411,-122.36842800000001,0
542,47.719493,-122.30261399999999,0
542,47.651709999999994,-122.69275,0
542,47.916604,-122.090083,0
542,47.782298,-122.25740800000001,2
542,47.082821,-122.898247,2
542,47.626459999999994,-122.37133500000002,2
542,48.1212,-122.77263,2
542,47.645465,-122.643459,2
542,47.777374,-122.30838100000001,2
542,46.66146,-118.86063,0
542,46.94239,-122.60735,0
542,46.55764,-118.17635,2
542,48.95921,-122.66856000000001,0
542,47.404011,-120.322677,0
542,47.382718,-119.486962,0
542,47.38524,-119.48987,2
542,46.321978,-119.32436799999999,2
543,47.412753,-120.34166499999999,0
543,47.522642,-122.04378799999999,2
543,47.333271,-119.56606299999999,0
543,47.8408,-120.0168,0
543,47.466467,-122.434497,2
543,47.873112,-121.79006499999998,0
543,47.7619,-122.36121999999999,2
543,46.41053,-117.04033999999999,0
543,47.62728,-122.521,0
543,46.826159999999994,-119.1742,0
543,47.687740000000005,-122.18811000000001,0
543,47.764782000000004,-122.12016799999999,2
543,47.8019,-122.50156000000001,2
543,47.369709,-122.90656000000001,0
543,47.671382,-122.280258,2
543,47.153652,-122.00445900000001,0
543,48.979802,-122.19889099999999,2
543,47.375704,-119.49221399999999,2
543,47.194307,-122.45216,0
543,47.5224,-120.47005,0
543,47.19018,-122.29411999999999,2
543,48.599451,-123.11131200000001,0
543,45.655759,-122.67193200000001,2
543,47.225999,-119.214597,0
543,48.61037,-123.14751000000001,0
543,48.297424,-122.667249,2
543,48.806311,-122.685224,2
543,48.847619,-122.563244,2
543,47.751657,-117.42837800000001,0
543,47.09705,-119.28578,0
543,47.670665,-122.17331999999999,2
543,48.843478999999995,-122.63771100000001,0
543,47.547402000000005,-120.25698600000001,2
543,47.371843,-119.49878000000001,0
543,47.494710999999995,-120.35783400000001,0
543,47.259982,-122.470192,2
543,45.651467,-122.514675,0
544,47.4263,-119.27843999999999,0
544,47.554437,-122.22511399999999,0
544,47.742271,-122.33906100000002,2
544,47.719151000000004,-121.14752800000001,2
544,46.410328,-117.037617,2
544,48.844570000000004,-122.614134,0
544,47.495765000000006,-122.298579,0
544,47.407705,-118.98583500000001,2
544,47.666534999999996,-122.16875800000001,2
544,47.625308000000004,-122.365132,2
544,47.263071000000004,-122.47601,0
544,47.595339,-122.53816599999999,0
544,47.32448,-119.55131999999999,2
544,47.326547999999995,-119.595877,0
544,46.961768,-122.31683400000001,2
544,47.127385,-119.273195,0
544,47.33096,-118.69595,0
544,47.013612,-120.53845,0
544,46.4122,-117.101474,2
544,46.346115000000005,-120.63310800000001,0
544,48.12355,-117.19866999999999,0
544,47.40873,-122.33186299999998,0
544,47.708890000000004,-117.409357,2
544,47.310046,-122.330678,0
544,45.639508,-122.56073700000002,0
544,48.943103,-122.461196,2
544,47.831707,-122.348836,0
544,47.91265,-122.09305,0
544,47.606016,-122.14717399999999,0
544,47.39741,-120.32812,2
544,47.572306,-122.387648,2
544,46.995798,-122.994285,0
544,47.793818,-122.310882,2
545,47.418708,-120.34153500000001,0
545,46.577157,-120.40663700000002,0
545,46.738012,-120.673055,0
545,45.697513,-122.57453400000001,0
545,47.935272999999995,-118.94501799999999,0
545,46.661177,-118.86641399999999,0
545,47.81159,-122.384,2
545,47.650490000000005,-122.33632,2
545,47.637029999999996,-117.23104,2
545,47.574808000000004,-117.338426,0
545,46.883263,-120.485571,2
545,47.668994,-122.362599,0
545,47.511195,-122.188201,0
545,47.655508000000005,-122.40995,2
545,46.578382,-120.406884,0
545,47.355371999999996,-122.180048,2
545,47.573953,-122.64236299999999,0
545,48.773537,-122.496163,2
545,48.907806,-122.45798300000001,0
545,46.501071,-120.21943999999999,0
545,47.271402,-122.34128799999999,2
545,47.524466,-120.46515600000001,2
545,46.114039,-123.16391899999999,2
545,47.590534999999996,-122.67166,2
545,47.587024,-121.38318400000001,2
545,48.894155,-122.78326100000001,2
545,47.767671,-122.280579,2
545,48.136813000000004,-122.346607,2
545,47.836535,-120.05296399999999,0
545,46.729547,-122.99378999999999,0
545,47.809529,-119.973023,2
545,47.709926,-118.92735,0
545,46.973213,-124.150849,2
546,48.17808,-120.34868,2
546,45.644045,-122.665155,0
546,47.070211,-120.03021399999999,0
546,47.59769,-122.69259,2
546,47.17808,-119.33105,0
546,46.585449,-118.003557,0
546,46.658386,-120.54876200000001,0
546,47.480160999999995,-122.144452,0
546,46.215209,-117.39762900000001,0
