Detection Date,Latitude,Longitude,Notes,Lab Status
473,47.520649,-122.352797,"Found at rest on front porch—approx 9.5 mm long, yellow patches where wings join body (visible when wings extended)",0
473,47.202571999999996,-119.288321,"I’m at work in Moses Lake, wa (Moses Lake Industies) wasp flew in front of a golf cart and hovered for a couple of seconds, then flew off. It was large and orange and black.",0
473,49.001241,-123.05806100000001,"saw one buzzing around yesterday in the garden, later saw one in a water bowl, thought it was drowning, Got it out of bowl today into a container, the thing was still alive. Unfortunately the container is not clear.",0
473,47.765691,-122.48574099999999,"Clara Sheridan, of the Jefferson Beach area south of Kingston, wrote this on NextDoor.com, with a title of 2"" Long Bee: ""Meant to mention this yesterday, but forgot.  I believe I encountered what is called a 'Killer Bee'. I delivered one parcel to a hous",0
473,49.001248,-123.058072,"Noticed one buzzing around the garden last night, then later found it in the water bowl on the deck, thought it was drowning. Went out this morning to put it into a container to check if it really was one. The warm thing was still alive when I carefully",0
473,47.582838,-122.61968600000002,The hornet was captured in one of our light bulb containers and we didn't get it out for 2ish weeks.,0
473,47.113459999999996,-122.29227,So hill mall parking lot by target,0
473,48.890419,-122.152405,"I saw a giant hornet flying at my back porch about a half hour ago. I ran into the house and got windex because it's all I had to defend myself and when I got back it was gone. I live at 6503 Markel Rd Deming, wa 98244",0
473,47.521384999999995,-121.843014,We drove to Bellevue on 5/5/20 and returned to Spokane on 5/6/20 by way of I-90. Our truck has been garaged since then. When moving it tonight we noticed the attached hornet in the grill. It's head appeared to be yellow but not much was left after the im,0
473,48.427678,-122.595047,Unsure of the date and time. My son seen it. It was a couple weeks ago. Black and reddish. About 2 in.,0
473,46.204945,-119.11353500000001, ,0
473,48.087746,-122.14774799999999,Saw what looks like a giant Asian Hornet flying around my husband's truck in our driveway. I saw what I think was one a while ago in my house but it flew away before I could get a good look.,0
473,48.42122,-122.33405, ,0
474,47.597159999999995,-122.61846499999999,This was caught by my Ring doorbell.,0
474,48.971345,-122.71998899999998,Someone working on my protest reported seeing a few. I had seen regular hornets a few days before buT WAS NOT PRESENT WHEN THESE WERE SEEN. NO PHOTO WAS TAKEN AS THE INSECTS WERE ACTIVE,0
474,47.276271,-122.039378,"Found large hornet approximately 2inches long, at Flaming Geyser Park in Auburn, WA. It had all of the correct colorings, body measurements, and stinger size. The hornet was dead and was missing a wing. It was upside down in the picture, so it does not a",0
474,47.798052,-121.559044,On the path,0
474,48.34129,-122.34526000000001,"Seens several times in Conway, Wa.",0
474,48.34129,-122.34526000000001,"Seens several times in Conway, Wa.",0
474,48.89047,-122.152721,"I cleared my lot line yesterday and an Asian Hornet was hovering in the corner of my covered area on my back porch. I do not have a photo, but there as no denying it!",0
474,47.648367,-117.184725,It was in the underground sprinkler controls boxes.,0
474,47.547755,-119.458072,"We have been killing these at my cabin in eastern washington for the last 2 years, I sent a sample to some office in ORe. 2 years ago and never heard back",0
474,47.685672,-122.38646399999999,"Flew inside, killed it.",0
474,47.531865,-122.03164, ,0
474,48.767306,-122.44893,It came in through my window and I trapped it between the glass & the screen. I’m not sure where it came from.,0
474,47.256572999999996,-122.47233500000002,"We didn’t get a picture, but a large insect landed on my leg and my first thought was that it was an Asian Giant Hornet. I know this is likely not helpful, but felt like i should note it just in case.",0
474,48.499255,-122.66461699999999,"My wife found this in the garden.  It is alive and appears to have a stinger which it moves around as if seeking to sting.  It appears to be coming out of the larval stage and has no thorax or head or wings, just the abdomen like section with stinger.  W",0
474,47.692788,-122.36258600000001,"I didn’t see the murder hornet. However, I just found a honey bee with its head ripped off on my front stairs. I have never seen this before at our home and wasn’t sure if it is related to the murder hornet issue.",0
474,47.761552,-122.267058, ,0
474,48.54657,-117.90454, ,0
474,47.488659000000006,-122.564227, ,0
474,47.685672,-122.38646399999999,"Tried to report once before, I think the photo didn't upload.  Trying again.",0
474,47.679976,-122.364539,It flew into our house through an open window. About an inch long and visually identified to Asian Giant Hornet photos found online.,0
474,48.780432,-122.426519,"I was leaving a friends house and my drivers side window was open. I stopped at stop sign and noticed a large insect buzzing against my windshield. It was very large >1"" hornet with distinctive yellow collared face of Asian Hornet. I quickly rolled up my",0
474,48.345613,-121.145297,I know this is a horrible picture. Automatically taken by our wildlife camera.,0
474,45.7165,-122.80121000000001,Spotted what might be a Murder Hornet at Sauvie Island,0
474,47.141193,-122.927118,"Between 1-2 inches long. Heard loud buzzing and saw it flying around an open door of our house, about 5 feet from me, for approx 5 seconds. It had a slightly darker complexion than a yellow jacket but similar pattern. Have not seen this before around the",0
474,47.757108,-122.663618,Found this afternoon in poulsbo wa,0
474,48.205968,-122.26664299999999,I work for the Stillaguamish Tribe of Indians and we operate a rotary screw trap on the mainstem Stillaguamish river (RM 6) to monitor outmigrating salmon populations. Today my crew found a suspected asian hornet in the trap.  It was cold due to being in,0
474,48.913255,-122.001694,"we had what we thought was a bumble bee land on our screen door.  Upon closer inspection it was 2 hornets mating, VERY large hornets.  Unable to photograph or capture.",0
474,47.563887,-122.01221000000001,Large yellow and orange bees. One chased me in the backyard.,0
474,45.808343,-122.78539199999999,"Very aggressive, came out of nowhere for no reason and began to attack, so we got our pool noodle out and smack it down to the ground and began to observe the critter. Definitely assign hornet we thought.",0
474,47.563671,-122.01217199999999,Large orange bee/hornet in backyard.  One chased me out of the yard.,0
474,47.710436,-122.317856,"Largest hornet like insect I’ve seen, about 1.5 inches easily. Thought it was worth sending in just in case.",0
474,47.563887,-122.01221000000001,Orange aggressive bee/hornet,0
474,47.535810999999995,-122.05061,Big.  Please confirm what this is/was. Have photo,0
474,47.648364,-117.18453899999999,Inside sprinkler control outside of house,0
475,47.618390999999995,-122.191666,"A large, 2 inch hornet relating almost exactly to this description (and also the murder hornets that have been in the media lately) knocked into my patio window at the time stated above. It lingered only for a couple seconds before it flew away so I wasn",0
475,47.854597,-121.926726, ,0
475,47.945295,-122.098275, ,0
475,47.628382,-122.088476, ,0
475,47.571801,-122.058107,One Asian Giant Hornet entered through an open window on the NW side of the house on the 2nd floor. The hornet was stuck between the blinds and the window. It was much more aggressive than the nice Paper Wasps that hang out in our yard (but the Asian Gia,0
475,47.420014,-122.43859599999999,The hornet was found in our daughters’ play area- a ravine. He was hovering on the ground. My daughter was suspicious that the pest had a wing injury because it was not flying- the children almost stepped on it when the realized its presence. My husban,0
475,47.328075,-122.03948600000001,We saw what we think was the asian giant hornet on a tree by a dock at lake sawyer in black diamond. I have more pictures but it was hard to safely get a good quality picture from different angles.,0
475,47.582244,-122.383548,"Kinda yellow, so think it may be a bald-faced hornet, but wanted to be sure.",0
475,47.588347999999996,-122.24508999999999,There appears to be an asian hornet in our house.,0
475,47.731662,-122.20124399999999,About 2” long with abdomen roughly 1/4” wide. Mostly black.,0
475,47.643209999999996,-117.14202900000001,Biggest hornet I've ever seen was buzzing in my garden shed.  The picture is a little fuzzy; it looked like it was about 2 inches in size.,0
475,47.771676,-122.578243,"Found on my lawn.  Never seen before.  close to 2"".  However the face doesn't seem to match the pics I've seen.  I have the speciman preserved in Alcohol.",0
475,48.98383,-123.063558,Began seeing these yesterday. Unsure if they were this kind. But they are BIG and orange. Near house/ wooded areas,0
475,46.190344,-122.911506,"Orange in color, stinger in tact, orange face, black ""eyes""",0
475,47.108943,-122.936944,"It continues to return to our kitchen window. Huge, at least an inch long. Haven’t seen the backside but protruding mandible looks like Asian hornet.",0
475,47.016371,-122.785338,Flying around porch light at night.,0
475,48.960562,-122.443451,Saw this outside my house and wanted to report because it looks like the Asian hornet.,0
475,47.48279,-120.32721599999999,"I didn’t take a picture because I ran away, but I am 99% sure that the pictures I’ve seen of the Asian giant hornets (and nothing else) match up with what I saw.",0
475,47.702490000000004,-122.626208,"On May 8, 202o I observed an Asian Giant hornet fly around my back yard and land on my fence. Initially, I presumed it to be a regular bee, however it's unusually large size caught my attention. Upon further inspection I noted the large black and yellow",0
475,47.256559,-122.47259,"Updating my report from earlier today. We just saw the insect again, and snapped a picture this time. Fairly certain it is actually an Elm Sawfly.",0
475,47.890858,-122.15857,We found this hornet dead on our deck...I believe our dog got it...not sure if it is a Murder hornet or not,0
475,48.187914,-122.127003,"Trapped it between the glass and screen of the door, but it found a crack before I could take a photo after felt like I had positively identified it.",0
475,47.445471999999995,-122.287881,Flew in open patio door. Poor camera on phone unable to take picture. Left screen door open went to get wasp/hornet spray. When I came back have not seen; could have flown out open deck door.,0
475,47.793138,-122.276812,Large 2 inch reddish insect struggling on ground thought was termite turned over before it was able to fly away abdomen had yellow and  black stripes,0
476,47.268189,-122.471635,My neighbor captured a hornet in a plastic container and brought to me to discuss. I’ve attached picture. Neighbor still has the hornet if you want to collect and confirm identification.,0
476,46.053309000000006,-122.04223799999998,It was 1-2” in size.,0
476,48.570304,-122.64886299999999,"Guemes Island @ about 1300hrs one landed hard on the table on my deck, saw it from its topside & flew south. After verifying with photos it was definitely Asian hornet. Happened too quick to get photo.",0
476,47.653197999999996,-121.91748999999999,Sitting on back porch - what we thought was humming bird flew by very fast but it was a large insect with a large orange head. There were honey bees swarming about quarter of a mile away from sighting. Sorry no picture.,0
476,47.511728999999995,-122.029164,"Spotted one in caught in mesh over a garden bed. It got away before I could get a photo, but it had an orange head and was about an inch long.",0
476,47.62986,-120.68945, ,0
476,47.162526,-122.810227,"Found dead in my parents driveway in Olympia, WA",0
476,47.623028000000005,-122.202568,Riding my bike with my daughter I think I saw a big hornet bee... it was flying around us so I decided to ride my kid first before to take a picture. It looks bigger than a normal bee like my finger size,0
476,47.497239,-122.37648700000001,Found this dead insect today it is decomposed so no idea what it really is.  I collected it in a jar.,0
476,47.635832,-122.11329099999999,I was walking with my kids by Ardmore Park yesterday and Saturday and both days I saw them in the same spot.,0
476,48.746531,-122.427553,Not sure if it's an Asian hornet or bald faced hornet so I figured I'd let you guys determine that,0
476,47.62986,-120.68945,"Big hives of bees/hornets, I don’t know what they were but really big cloud and very loud flying over our house.",0
476,47.512322999999995,-117.72146699999999,Have in a container and picture,0
476,46.423105,-117.04204299999999,"My daughter's just saw one at the Walmart in Clarkston, WA. They identified it by a picture online. My daughter said it was 'freaky big.' They didn't think of pictures because of it being mother's day and being in a hurry to get back. But, my daughters a",0
476,47.907658000000005,-122.678874,"Second observation.  First observed 4 weeks ago.  Tried to trap in bucket but was not successful.  Saw another today at 1600 hrs.  Did not look like any local wasp.  It was much larger, 1 1/2 - 2 inches, black body with orange strips.  Not able to get a",0
476,47.62986,-120.68945, ,0
476,47.417355,-122.637451,"Oh hey, I am the kitsap person with the hornets from last year. I forgot to leave my contact info. here it is. I get back to email within minutes. Sorry about that",0
476,47.035506,-122.900333,Near a beehive,0
476,47.137752,-122.321871,I saw this about an inch and a half long laying on its back on the sidewalk behind my house. Looks exactly like the pictures online. I thought it was a beetle. These pictures are taken right after I smushed it. Feel free to call or email me also 206-681-,0
476,48.07875,-123.12615,Costco parking lot in sequim,0
476,47.091118,-122.682562,"A large hornet is building a nest on an outsider light.  It's the biggest hornet I've ever seen, definitely more than one inch.",0
476,48.671553,-121.27584499999999,My husband and I saw this very large bee on the Stimson trail near the Geneva pond site on the lake Whatcom side. It was about 2 “ long and it’s wings were about an inch long. I have a photo but was unable to download it to this site.,0
476,48.670776000000004,-122.556451,found on the boom of our sailboat once lowering the boom...killed and kept it just in case it was,0
476,48.008461,-122.568649,"Found in our beach house after leaving several doors open. All the windows are 2 feet by 2 feet. Looks like it might be an inch and a quarter or an inch and a half. We were leaving today anyway, so we plan to just close all doors and have leave it in the",0
476,48.202842,-122.310685,"I saw a very large hornet in our yard.  I do not know if it was a killer hornet, but it was very large and have not seen one here before today.",0
477,47.62986,-120.68945,"Found poss carcass or shed at puyallup river trail, Sumner side. Also lots of holes in ground poss nest?",0
477,47.459452,-122.35765500000001,large hornet tired out after being stuck in my atrium all day. caught in cup and released in back yard. had seen it 2 nights ago on the fence.,0
477,47.191265,-122.565487,Spotted flying across yard back and forth into bushes.,0
477,48.764023,-122.48843400000001,Elm st Bellingham Wa in my apartment,0
477,47.637093,-122.189329,"I couldn't get a good look because it was flying, but I saw what looked to be a wasp or hornet over an inch long.",0
477,47.10236,-122.58724, ,0
477,46.486978,-122.508845,"Dont know if its the killer bee or not, it was about 1 in long",0
477,46.52948,-122.48446000000001,A friend spotted this a little over a week ago,0
477,48.75235,-122.47122,it seems pretty mad and really looks like it,0
477,47.68781,-122.66958899999999,Inside garage,0
477,47.510271,-122.02028600000001,I had seen another one in my neighborhood in April.  Sorry no photos but smashed it.,0
477,47.742146999999996,-117.46816799999999,"2"" or larger hornet came to hummingbird feeder at dusk. Unable to see colors",0
477,47.451177,-122.599167,I took this picture on our front sidewalk May 11. I saw the news today and it looks like it may be worth submitting.,0
477,47.675314,-122.685149,"Loud, trying to climb grass blades but weighing them down instead. Only one, about 2 inches long, yellow legs.",0
477,48.776223,-121.82015200000001,Hello. We went to Mt. Baker for mothers day today and couldn't help but notice when we got back into the car we saw a very large bee (bigger than any we've seen) on our car window for about 3 seconds. We didn't have enough time to take a picture or reall,0
477,47.72175,-120.18405,I have a friend who works as a grounds keeper at the Desert Canyon golf course in Orono Wa. He has been attacked by these hornets several times. He said he noticed them around this time last year. There are several elderly people who live on the course a,0
477,47.353364,-122.211859,"This is the 2nd one in 24 hours that I have seen and killed in my front yard. The two stayed within the area throughout the day and stayed mainly low to the ground (grass, driveway and fallen leaves). The first one I squished pretty good and was hard to",0
477,47.565472,-122.13533500000001,I have other photos if needed. It is a large bee with striping on its body that matches the photos. Last night on our security camera there was a swarm of insects that were traveling together intentionally. I’ve never seen anything like it and this mor,0
477,47.385209,-122.044826, ,0
477,47.732628000000005,-122.7303,"I am a 48 year old Washington state native, I am not allowed to carry a camera phone at work so i have no photo, however this was an easy ID to make considering the size and color of the insect. I had a co worker with me who can verify the incident.",0
477,48.764641,-122.488421,I noticed a honey bee in my house last week and this huge hornet this week,0
478,48.054142,-122.156769,Large dark hornet in my gazebo netting,0
478,48.702931,-122.91145700000001,"1.5"" long.  On outside of my car window.  Held on 1/2 mile in strong wind.   Eastsound, WA - Orcas Island   Is it the Asian Giant?",0
478,48.054153,-122.15664699999999,"Very large, dark body, bright face.",0
478,48.260484999999996,-117.74991200000001,"Found this hornet, dead, in our animals water dish. We are located in Chewelah, Washington in the northeast part of the state.",0
478,47.00379,-123.40382, ,0
478,47.675517,-117.095459,"Found three, only one of which appeared to be alive, inside one of our sprinkler system boxes.",0
478,47.378451,-122.944577,I’ve seen a lot of bees. I spend a lot of time hiking in the woods. I am 99% positive that it is the Asian giant hornet. I have no photos,0
478,47.800476,-122.373598,"Very large dark insect hit my sliding glass door several times. I look up and see this huge insect hitting my door. It flew south & happened so fast I didn't get much detail. I've never seen anything so huge like 2"" long or so & big dark head",0
478,48.040075,-122.42348999999999,We have captured a very large hornet that was in our house it is still alive under glass,0
478,48.755202000000004,-122.613553, ,0
478,45.660528,-122.619079,"spotted three with yellow faces and yellow stripe about two inches on the wetlands path of Douglas Carter Fisher Park in Vancouver, WA",0
478,48.927932,-122.137019,"loud buzz. Landed on my shed, where the little blue fuzzy bees like to hang out.",0
478,47.700117999999996,-122.317628,97th and Roosevelt Seattle WA 98115,0
478,48.154061,-122.336601,"Extremely large, feeding from flowers on our patio.",0
479,47.59173,-117.41351,It was eating the wooden sign.,0
479,48.421248999999996,-122.664484,We have seen them 2 times on Rosario Crest Lane 98221,0
479,47.879027,-122.00331899999999,"1-1/2 to 2” long, hovered near our window for a minute but flew away before we could get the camera",0
479,47.151494,-119.28453,Flew into my car on my way to work was about 1 inch and some change long and dark orangne,0
479,48.725687,-122.48929199999999,I was indoors when i heard a loud thud on the window and saw a very large hornet.,0
479,47.918493,-122.099645,They were not shy,0
479,47.617465,-122.33384199999999,Found dead on a steel truck.,0
479,47.470068,-121.74717199999999,Dead on our window sill,0
480,47.451139000000005,-122.267277,This giant bee was dead on the side of the road in our neighborhood. It is quite large but can’t tell exact coloring.,0
480,47.30775,-122.52361599999999,"I was at Point Defiance, adjacent to the pavilion near the rhododendron garden when the possible Asian hornet passed me.  This is by no means a positive identification.  What I saw was a large flying insect that appeared light orange.",0
480,47.574971999999995,-117.67815900000001, ,0
480,48.112215,-122.172661,Was on my back porch and saw my puppy bouncing around something huge and yellow. Took a closer look and realized it was a wasp and immediately took him in. It’s been raining so it couldn’t fly so was able to get close. It was over an inch long. I too,0
480,48.421451,-122.66660300000001,"Outside gardening when I saw a giant hornet (2 inch) come up to a honey bee and attacked it in the air, took it down to the ground and continued attacking it. I caught it for a moment but it got away so quickly.",0
480,48.237543,-122.156276,Found it dead in the driveway today. It is hollowed out and may have been bleached by the sun.  Never saw anything like it b4.,0
480,47.2022,-122.24, ,0
480,47.183252,-122.203503, ,0
480,47.62984,-120.68945,Lutz Florida,0
480,48.137842,-122.792983,Never seen in 46 years of gardening in this property,0
480,47.19893,-122.239585,"The hornet was about 2 1/2 - 3” long, yellow, black with green tint.  Wings were about 2-3 “ long.  Never seen anything that big before.  It was resting on our palm tree and then it took off.  Not enough time for a pic. We’re in Sumner wa",0
480,48.75235,-122.47122,Large hornet similar in shape and color to Asian hornet cane through my sun roof and landed on my lap.,0
481,47.19174,-122.17063999999999, ,0
481,48.014790000000005,-122.06411000000001,"Flew off too quickly to get a good look at it, but appeared to be about 2 inches in length and had a red underbelly.",0
481,47.277398,-122.334705,A few days later my husband trapped it in this sandwich bag. It has been in the sandwich bag for over a week and is still alive.,0
481,49.060215,-122.641648,Specimen collected by citizen scientist and reported to provincial government.,1
481,48.037585,-123.04359,"On May 15, we found two dead honey bees on the front porch.  Their heads had been removed and were lying nearby.  Attached is a picture of one of the bees.  While we haven't seen any giant hornets, we found the dead bees odd and concerning.  We are prepa",0
481,48.965340000000005,-122.78823,Found dead on my deck - see photos:  ,0
481,48.545183,-122.428427,"I live in Bow (in the flats) and was shocked to see an Asian hornet land on kitchen window screen from the outside. It stayed a few seconds and then flew off. Not enough time for a picture, but as farmer we are very familiar with what’s out here and wh",0
481,46.99703,-120.54871999999999,Captured a large wasp or hornet (in my freezer) and concerned that it could be an Asian Hornet.,0
481,47.483758,-120.341365,Has a yellow head but orange body,0
481,45.499195,-122.49113500000001,I noticed an insect in a puddle on my back patio and then discovered this hornet/ wasp,0
482,48.75235,-122.47122, ,0
482,47.180628000000006,-122.328275,I was on a walk in puyallup and found this large dead bee.,0
482,47.829029999999996,-122.09806200000001,"It is about 2 1/2 inches, It is stuck in my sky light trying to find a way out of our home family is too afraid to remove or go near it",0
482,47.661190000000005,-122.077048,"There are three nests that are unusual. I have studied bees in environmental science and the location is between forested land and wetlands. One is on the house and the other two on the two horse stalls. We commonly see other nests, but these are very di",0
482,48.909588,-122.67764,"I'll try to get a picture. It was about 2"" long and it's body was round (fat). It was orange and black. Below the thorax, it was orange and black, alternating stripes. It was flying alone, looking for a spot to nest, I suspect.",0
482,47.600383,-120.639522,"We have a camera on our porch, and this ""hornet"" appeared in our security video this evening. We have never seen anything like this before. The video is poor, and there is probably some other explanation, but we wanted to make you are aware of the possib",0
482,47.649989,-122.217316,We killed it,0
482,47.435031,-122.201472,"Saw this large hornets with bright orange color on it flying around backyard outside light at night. It also flew around, hovered around patio door. It appeared to be attracted to the light. We have a wooded area behind our house. Was only able to take a",0
482,47.566393,-122.161371,It's about 1.5 inches long. It made a very loud buzzing sound. We captured it alive.,0
482,48.145111,-122.51106599999999,"Unfortunately, no photo, but I don't know what else this creature could have been.  It was much larger than regular hornet, bee, wasp.  It was dark gold and black with a very loud buzz.  It was violently attacking a smaller insect.",0
483,47.23676,-122.865346, ,0
483,47.662843,-117.18812199999999,Seen outside our third floor window at an apartment complex. A wasp nest has been spotted near sighting at apex of roof’s eave line.,0
483,45.550748,-122.559399,"Landed on both me and my husband. Sat still on my shoulder, long enough for me to wriggle out of my sweatshirt. Then attempted to photograph it but it flew off. It was very large with an orange face",0
483,47.81082,-117.59554399999999,Not the Asian hornet but I can’t figure out what it is and we haven’t seen it before,0
483,47.436259,-122.038348,"Unable to capture a photo, solo flying bug hovered through our garden, approximately two inches in length. We have a number of large flies, bees, and hornets in the area but I’ve never seen one that looked like this. Will attempt to grab a photo should",0
483,47.385752000000004,-122.04074399999999,This is the second insect that my mom has killed in her yard. It is orange,0
483,47.583325,-122.30953000000001, ,0
483,49.052459999999996,-118.21021999999999,"Was about 2cm long but very “fat” looking, we trapped it and tried to squish it but it wouldn’t die so we managed to flush it down our trailer toilet",0
483,47.805899,-122.241262,"Was about 2 inches long. Orange face, big abdomen, dark wings. Flew into my garage, and then flew out. Wasn’t able to take a photo because I didn’t have a camera or phone.",0
483,46.854602,-122.61049299999999,"Found sitting on a deck planter.  Sprayed and trapped.  Hornet about 1 inch long, with markings similar to descriptions online.  Larger than any hornets or wasps commonly seen on our property.  We kept the specimen if needed.  No photo.",0
484,48.767497999999996,-122.488037,Large hornet (about 1.5 inches) landed on dining room window.  Got several pictures.,0
484,47.384923,-122.04508799999999,"My mom killed one of these yesterday, today she trapped a live one. They are about an inch long. Here is the video",0
484,47.061606,-122.39733000000001,I found this dead in my driveway and it color and size fought my eye.,0
484,48.772424,-122.49266399999999,"I was unable to get a photo, it flew away before I could get to my phone. But, it was on my kitchen window and it was over an inch in length, was a dark color, the legs were long and looked hairy or serrated, the body wasn't fat, and the sting stuck out",0
484,47.665121,-117.305353,He was huge wasn't afraid of me he had distinctive blk and orange features,0
484,47.309315000000005,-122.36228999999999,Big orange headed bee,0
484,47.702571999999996,-122.06261599999999,"This insect was on my deck, it was pretty slow, looked on its last legs. Please follow up with ID. It looked slightly less orange like yellow than murder hornet pics",0
484,47.560433,-122.273675,"Was in my backyard observing the bees in the garden and as I was heading inside, saw a GIANT bug flying into the rhododendron bush. It had a bright orange and black head and less bright orange stripes. I had my baby with me so I ran inside but have been",0
484,47.703717,-122.360349,"2 inch wasp/hornet. Orange abdomen. Not sure about the head, we were too scared. First time I saw something that big.",0
484,47.06272,-122.70068700000002,"Seen on back deck, went inside to find something to capture it and came back out and it was gone",0
484,48.90749,-122.355099,"Didn't notice the orange face, so not sure. Measured 1 1/4 inches. Large hook shaped stinger.",0
484,47.175633000000005,-122.23919699999999,Have kept in plastic bag,0
484,46.85289,-121.76037,It was in our house 2xs,0
484,47.77005,-122.26293500000001,Know my wasps been stung by enough of them. Pro painter and checked on endigenous species of washington. Was sighted and killed in Kenmore Washington. Also i watched a video on this species.,0
484,48.515512,-122.129944,Driving a tractor it bounced off the windshield.,0
485,47.057817,-122.403006,Was sitting on the ground.,0
485,48.08104,-123.105015,inside bird house  saw a swarm of them outside the entrance got stung when mowing next to the nest very aggressive and large,0
485,47.309315000000005,-122.36228999999999,I do not have a picture. Maybe two weeks ago I saw the largest hornet I have ever seen and I thought it might be one of these hornets. I tried to kill it with a fly swatter and thought I hit it very hard but there was no sign of it. Later on I saw one in,0
485,46.232395000000004,-119.0982,It’s super long and has 6 legs,0
485,46.232395000000004,-119.0982, ,0
485,47.682276,-122.311269,We saw a huge wasp,0
485,47.92037,-122.418026,It flew into my humming bird feeder. Seemed to be large and dark.,0
485,47.63646,-122.37271399999999,"The insect flew around the lit balcony, repeatedly running into and landing on the glass windows over the course of 10 minutes as of the time of the report.",0
485,47.680155,-117.43123,Was on my windshield as I entered my car to pickup m son from school,0
485,47.461451000000004,-120.30929099999999,Found this in my garage this evening. It is at least 1.5 inches long. Not sure if it is a Murder Hornet. It looks like it is in the early stages of growing hence the translucent body. I covered it with a glass and took these pictures.,0
485,48.758247,-122.467509,Pretty sure yellow jacket but better safe than sorry - have it trapped in some Tupperware.,0
485,47.956833,-122.21283100000001,"Flew into my car, still in car, insure weather to keep it in there",0
485,47.62984,-120.68945,Saw this thing when I entered my car headed to wall and Francis to pick up my son from school,0
486,47.3074,-122.23041,You can call me on my cell 206-255-7713 if you can't access this video.,0
486,47.194781,-122.167289, ,0
486,47.530665,-122.336258,"Large hornet landed on a ""medical waste management"" employee's helmet. Coworker first thought it was lighter. Another was seen flying, when they realized what it might be, all workers fled the area.",0
486,47.009562,-124.158188,I don’t remember the date. I just remember seeing it on my railing and knew it was something I didn’t want to mess with. I had no clue at the time what is was. A couple others in town have seen them also.,0
486,48.726825,-122.47741599999999,"I heard one on the 17th, and then saw and heard one on the 19th. This is in the woods behind Cypress Place Condos",0
486,48.963018,-122.79058500000001,hornet flew into the basket of petunias that I was deadheading....definitely an Asian giant,0
486,45.660527,-122.619105,"At Douglas Carter Fisher Park, Vancouver, WA",0
486,47.69733,-122.17461000000002, ,0
486,47.902824,-117.512904,"About an inch long, very big. Same colors as described.",0
486,47.54103,-122.63847, ,0
487,47.62984,-120.68945,I live right across the street from dash point State Park trailhead when I was out on my Lanai 1 these killer bees and got in close I got a good sighting it sounded like a 747 blazing off. I would suggest setting traps out in dash point State Park!,0
487,48.811221999999994,-122.90241999999999,It was laying in the ground out at Semiahmoo spit on trail to the beach by the old sewer treatment plant.,0
488,47.678765999999996,-122.36979099999999,"landed on my window frame and then took off, got a good look",0
488,48.91711,-122.64636899999999,A large Hornet can be seen entering and leaving a structure west of my property line. My address is 3049 Main St Custer wa.,0
488,48.957159999999995,-122.442328, ,0
489,47.60357,-122.32945,I saw one fly by my garden in Bitterlake area of Seattle.,0
489,47.666575,-122.282676,I found this group of bees at the park. They were all together at random distances from each other. They were not there yesterday afternoon. So maybe this happen overnight. They are dehydrated and some of them looked as if they were attacked by another i,0
489,47.334771,-122.630724,"Deck board in background is nominally 3-1/2” wide (indicating the insect was over 1” long).  This picture does not show it well, but the head appeared to be a yellowish color.",0
489,47.897217,-122.52684199999999,Found it in the flower bed among other bees. Could be a sawfly.,0
489,47.733894,-122.361732,Insect was obverved on 5/23 and 5/26 on one of our security cameras.  Image quality is poor.  .mp4 files are available for your review,0
489,48.9089,-122.743711,I thought I saw a couple of them swarming around a bush in my front yard,0
489,48.32114,-118.127398,We noticed the abnormally large hornet on a bush that was also filled with large bumblebees. We noticed because the hornet was the same size as the big fuzzy bumblebees.,0
490,47.224990000000005,-122.46741000000002, ,0
490,46.159695,-120.5789,Was sitting on a leaf.  Located North of the Arboretum interpretive center in Seattle.,0
490,47.859524,-122.127766, ,0
490,47.662587,-122.166421,"Dead in pool large bee, twice size of my thumb...doubt it is this, but largest I have seen!",0
490,48.790794,-122.418254,"Went out to my garden and it was resting on my spinach leaves. Very long and narrow. What caught my eye was how orange it was. I made note of it but didn't report it as I had no picture. But, apparently there was a confirmed sighting very close to my hou",0
490,47.510474,-117.576357,"No picture. It flew away. Not positive, but definitely looked like one. The only other possibility is maybe a safely? Huge huge thing. I'm not afraid of bees,hornets, etc. Th 9i8 s guy was weird looking and very large.",0
490,47.19044,-122.29563999999999,Think it’s just a fuzzy bee but husband was wondering if baby murder hornet?,0
490,48.126189000000004,-122.281148,"About 1.5"" long possible murder hornet. Not sure. Or large queen hornet of some sort. Have it still in a jar.",0
490,48.699536,-122.48180500000001,We saw this on our way down from a hike in the Chuckanuts. It was the largest hornet I've seen and the head was crushed so it was hard to see whether it had a yellow head. I'm thinking it might be an elm sawfly but I thought we would report it anyway.,0
490,48.847559999999994,-122.59351000000001,"My friend took this picture today in Ferndale, WA",0
490,48.875307,-122.579355,At least 2 inches long,0
490,48.6601,-123.396942,I live close (N 48.660139 W -123.396815) and parallel to San Juan Island.  I was able to capture this clip (attached) from my security camera. This is the second time I've seen one of these.  It is easier to see details if you view screen-by-screen.  I h,0
490,47.982586,-122.10121799999999,This is the second time I’ve seen this in my backyard chewing on my fence.,0
490,47.336523,-122.056926,Crawling on my sweater i got scared took it off and started jumping on it. Dont know where it is but it was on me.,0
490,47.564131,-122.157248,I saw the Asian giant hornet thru a large picture window from about 6 inches away. I was inside a home; the hornet was outside. It was about 1.5 inches long and had orange on its head.,0
490,48.494223,-122.61566699999999,It was flying and hitting our florescent lights in the garage,0
